,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgtA,fo,foul,ft,ftA,gd,offr,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,rb,score,trueShooting,astRatio,rebRatio,home_away,gmkey,tcode
239,3.0000,0.0000,3.0000,0.3333,0.6667,0.0000,0.0000,4.0000,5.6667,8.0000,0.0000,3.6667,4.0000,4.6667,0.0000,2.6667,3.3333,5.0000,6.6667,1.3333,0.0000,0.6667,2.3333,2.6667,1.6667,2.0000,5.6667,14.0000,0.7446747223536173,16.18375237782796,561.1967569986979,1,S17G01N120,35
240,1.6667,1.0000,3.0000,0.0000,0.0000,0.3333,0.0000,4.3333,6.6667,9.3333,0.0000,2.3333,2.6667,3.3333,0.3333,0.3333,3.3333,4.3333,6.6667,0.6667,0.3333,0.6667,2.6667,1.6667,1.6667,0.6667,3.3333,13.3333,0.6685178478558859,12.249484062194824,250.62693786621094,2,S17G01N121,06
241,1.6667,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,3.0000,5.0000,6.6667,0.0000,2.6667,2.6667,3.0000,0.6667,0.6667,2.6667,4.0000,5.3333,1.0000,0.0000,1.0000,1.6667,1.3333,1.0000,1.6667,2.3333,11.6667,0.5000812609990438,9.94431177775065,168.09178415934244,1,S17G01N121,60
242,1.6667,0.3333,4.0000,0.0000,0.0000,0.3333,0.0000,1.0000,3.0000,3.0000,0.0000,1.3333,1.0000,1.3333,0.3333,0.6667,0.6667,1.6667,1.3333,1.0000,0.3333,0.0000,0.0000,0.3333,1.0000,0.3333,4.6667,3.0000,0.15368852019309998,30.22466055552165,581.7882893880209,2,S17G01N122,10
243,2.0000,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,4.0000,7.0000,8.0000,0.0000,2.0000,0.5000,1.0000,0.0000,1.5000,3.0000,5.5000,6.0000,1.5000,0.0000,0.5000,1.0000,4.0000,0.5000,1.5000,5.5000,10.0000,0.5561959743499756,21.144635915756226,381.7438049316406,1,S17G01N122,65
244,2.6667,0.6667,1.0000,0.0000,0.0000,0.0000,0.0000,1.6667,2.3333,3.6667,0.0000,2.0000,2.3333,2.6667,0.0000,0.0000,0.6667,0.6667,1.3333,0.0000,0.0000,0.6667,1.3333,1.3333,0.6667,1.3333,1.0000,7.6667,0.51932825644811,23.109965642293293,671.420783996582,2,S17G01N123,30
245,1.0000,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,1.3333,3.0000,4.0000,0.0000,2.0000,0.6667,0.6667,0.0000,0.6667,1.0000,2.3333,2.0000,0.3333,0.0000,0.3333,1.0000,0.0000,1.3333,0.6667,2.3333,4.3333,0.48515482246875763,16.666666666666668,471.42397054036456,1,S17G01N123,70
246,2.3333,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,3.3333,5.3333,8.6667,0.0000,2.0000,1.6667,2.0000,0.0000,0.6667,2.6667,4.3333,5.3333,1.0000,0.0000,1.0000,3.3333,1.0000,1.0000,1.0000,2.6667,11.3333,0.5907916128635406,22.63507302602132,213.06378173828125,2,S17G01N124,06
247,2.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,6.0000,0.0000,2.0000,3.5000,5.0000,0.0000,0.0000,0.5000,1.0000,1.0000,0.5000,0.0000,1.5000,4.0000,0.5000,0.0000,2.0000,1.0000,10.0000,0.6016728729009628,17.941823959350586,90.5982894897461,1,S17G01N124,50
248,1.0000,0.6667,1.3333,0.3333,0.3333,0.0000,0.0000,2.0000,4.3333,5.3333,0.0000,3.0000,0.0000,0.0000,0.6667,1.3333,2.0000,2.6667,4.0000,0.3333,0.0000,0.3333,1.0000,0.6667,1.6667,1.3333,2.6667,5.0000,0.597222218910853,21.428571383158367,256.4416249593099,1,S17G01N125,16
249,3.0000,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,3.0000,6.5000,7.5000,0.0000,4.0000,2.5000,4.0000,0.0000,2.0000,3.0000,5.5000,6.0000,0.0000,0.0000,0.0000,1.0000,5.5000,1.5000,2.5000,6.0000,8.5000,0.45862771570682526,15.87773871421814,542.4480438232422,2,S17G01N125,60
250,1.6667,0.0000,1.3333,0.0000,0.0000,0.0000,0.0000,1.0000,2.6667,4.3333,0.0000,2.3333,1.3333,1.3333,0.3333,1.0000,1.0000,2.0000,2.0000,1.3333,0.0000,0.0000,1.6667,0.0000,1.0000,1.3333,2.3333,3.3333,0.3512384196122487,19.7769193649292,426.1351013183594,1,S17G01N126,55
251,1.5000,0.5000,4.0000,1.0000,1.0000,0.0000,0.0000,1.5000,1.5000,3.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.5000,1.5000,3.0000,0.5000,0.0000,0.0000,1.5000,2.0000,1.0000,0.0000,4.0000,3.0000,0.625,16.66666603088379,404.2309799194336,2,S17G01N126,65
252,4.6667,0.0000,2.3333,0.3333,0.3333,0.0000,0.0000,1.6667,2.6667,3.0000,0.0000,2.3333,2.6667,2.6667,0.0000,0.0000,1.0000,2.0000,2.0000,0.3333,0.0000,0.0000,0.3333,1.6667,1.6667,0.6667,2.3333,6.0000,0.7711501717567444,41.707740783691406,182.83615748087564,1,S17G01N127,30
253,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5000,1.5000,2.0000,0.0000,2.5000,0.0000,0.0000,0.0000,0.5000,1.5000,1.5000,3.0000,1.5000,0.0000,0.5000,0.5000,1.0000,1.0000,1.5000,0.5000,4.5000,1.0833333134651184,35.71428680419922,24.52554702758789,2,S17G01N127,35
254,1.3333,1.0000,3.0000,0.3333,0.3333,0.0000,0.0000,3.3333,6.6667,8.3333,0.0000,1.6667,2.6667,3.3333,0.0000,1.6667,2.6667,5.0000,5.3333,1.0000,0.0000,0.6667,1.6667,2.0000,0.6667,1.0000,4.6667,11.3333,0.5441403488318125,7.746685981750488,472.0676574707031,1,S17G01N128,10
255,1.0000,0.3333,0.6667,0.0000,0.0000,0.0000,0.0000,1.3333,2.6667,4.3333,0.0000,2.3333,0.0000,0.6667,0.0000,1.0000,1.3333,2.0000,2.6667,0.0000,0.0000,1.0000,1.6667,0.6667,1.3333,1.0000,1.6667,5.6667,0.5902777711550394,12.5,160.9973627726237,2,S17G01N128,70
256,4.5000,0.5000,3.5000,0.0000,0.0000,0.0000,0.0000,5.5000,9.0000,9.5000,0.0000,2.0000,3.5000,5.0000,0.0000,1.5000,5.0000,7.5000,10.0000,0.5000,0.0000,0.5000,0.5000,1.0000,0.5000,1.5000,5.0000,16.0000,0.7054597735404968,29.243985652923584,358.0801239013672,1,S17G01N129,35
257,1.6667,0.0000,1.0000,0.3333,0.3333,0.0000,0.0000,3.6667,4.6667,6.6667,0.0000,2.3333,1.0000,1.6667,0.3333,0.3333,3.0000,3.3333,6.0000,0.0000,0.0000,0.6667,2.0000,1.0000,0.6667,1.6667,1.3333,10.3333,0.6612879037857056,17.886178334554035,130.15030924479166,2,S17G01N129,50
258,1.0000,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,1.0000,3.6667,5.3333,0.0000,3.6667,0.3333,0.3333,0.0000,0.3333,0.6667,2.0000,1.3333,0.6667,0.0000,0.0000,1.6667,2.0000,2.3333,1.3333,2.0000,2.3333,0.1716101666291555,11.626984278361002,218.9585164388021,1,S17G01N130,06
259,0.3333,0.6667,2.6667,0.6667,0.6667,0.0000,0.0000,2.6667,5.3333,6.6667,0.0000,2.6667,1.6667,2.3333,0.0000,1.0000,2.6667,4.6667,5.3333,0.6667,0.0000,0.6667,1.3333,0.6667,0.3333,2.3333,3.6667,9.0000,0.45232733090718585,2.732240358988444,390.70261637369794,2,S17G01N130,16
260,5.0000,2.0000,5.0000,1.0000,1.0000,0.0000,0.0000,5.0000,8.0000,9.5000,0.0000,1.5000,0.5000,2.0000,0.5000,1.5000,5.0000,7.0000,10.0000,1.5000,0.0000,0.0000,1.5000,4.5000,0.5000,1.0000,6.5000,10.5000,0.3556910455226898,27.297794103622437,405.9936752319336,1,S17G01N131,65
261,2.3333,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,2.6667,5.0000,7.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.3333,2.0000,2.6667,2.0000,0.0000,0.3333,2.0000,1.0000,0.0000,1.0000,1.6667,6.3333,0.4166666666666667,20.34313710530599,165.0589141845703,2,S17G01N131,70
262,2.3333,0.0000,2.6667,0.3333,0.3333,0.0000,0.0000,3.3333,5.0000,5.6667,0.0000,2.0000,1.3333,2.3333,0.3333,2.0000,3.0000,4.3333,6.0000,0.3333,0.0000,0.0000,0.6667,1.3333,1.0000,1.0000,4.6667,8.0000,0.3113598624865214,14.22106679280599,425.05653381347656,2,S17G01N132,10
263,4.0000,0.0000,3.0000,1.0000,1.0000,0.0000,0.0000,5.0000,8.0000,9.0000,0.0000,2.5000,5.0000,6.0000,0.0000,2.0000,5.0000,7.5000,10.0000,0.5000,0.0000,0.0000,1.0000,1.5000,1.0000,1.5000,5.0000,15.0000,0.4503476917743683,22.990483283996582,342.67913818359375,1,S17G01N132,35
264,0.0000,0.3333,2.3333,0.3333,0.3333,0.0000,0.0000,3.0000,4.6667,5.0000,0.0000,1.3333,1.6667,2.0000,0.3333,1.3333,2.6667,3.3333,5.3333,0.0000,0.0000,0.0000,0.3333,1.0000,0.6667,0.6667,3.6667,7.6667,0.4616171320279439,0.0,369.5363057454427,1,S17G01N133,50
265,4.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,5.5000,9.0000,13.0000,0.0000,1.0000,3.0000,3.5000,0.0000,2.5000,5.5000,8.5000,11.0000,1.5000,0.0000,1.0000,4.0000,2.0000,0.5000,0.5000,3.5000,17.0000,0.5591311305761337,19.047618865966797,311.1662788391113,2,S17G01N133,60
266,2.3333,0.6667,3.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.6667,9.3333,0.0000,3.0000,0.6667,0.6667,0.0000,2.0000,1.6667,3.6667,3.3333,1.0000,0.0000,1.0000,4.6667,1.0000,0.3333,2.6667,5.0000,7.6667,0.5410798192024231,25.522353808085125,355.1210123697917,2,S17G01N134,06
267,3.0000,0.3333,3.3333,0.3333,0.6667,0.0000,0.0000,4.6667,6.3333,8.3333,0.0000,1.6667,1.6667,1.6667,0.0000,1.6667,4.3333,5.3333,8.6667,1.0000,0.0000,0.6667,2.0000,1.6667,0.6667,1.0000,5.0000,13.0000,0.5007824699083964,29.205974578857422,374.62933858235675,1,S17G01N134,65
268,2.0000,0.6667,2.3333,0.6667,0.6667,0.0000,0.0000,2.0000,3.6667,4.6667,0.0000,1.6667,2.0000,2.3333,0.0000,0.3333,2.0000,2.6667,4.0000,0.6667,0.0000,0.0000,1.0000,1.0000,0.6667,1.0000,2.6667,6.0000,0.36740954717000324,17.542975743611652,338.49485778808594,1,S17G01N135,16
269,2.6667,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,0.3333,2.6667,4.3333,0.0000,1.3333,0.0000,0.0000,0.0000,1.6667,0.3333,2.3333,0.6667,1.0000,0.0000,0.6667,1.6667,0.6667,1.0000,0.3333,3.3333,2.6667,0.2476190576950709,24.24242401123047,454.04408772786456,2,S17G01N135,55
270,1.3333,0.0000,3.6667,0.3333,0.3333,0.0000,0.0000,5.0000,7.3333,8.3333,0.0000,3.0000,5.0000,7.0000,0.0000,2.0000,4.3333,7.0000,8.6667,2.0000,0.0000,1.0000,1.0000,1.6667,2.6667,0.3333,5.6667,18.0000,0.7727814118067423,6.459948221842448,436.71543375651044,1,S17G01N136,35
271,2.0000,0.6667,2.3333,0.6667,1.0000,0.0000,0.0000,5.3333,6.0000,7.0000,0.0000,3.6667,3.3333,5.0000,0.0000,0.0000,5.3333,5.6667,10.6667,1.0000,0.0000,0.6667,1.0000,1.3333,3.3333,0.3333,2.3333,16.0000,1.0630940993626912,10.245901743570963,202.3891118367513,2,S17G01N136,70
272,1.3333,2.0000,4.3333,0.0000,0.0000,0.0000,0.0000,1.0000,2.3333,3.0000,0.0000,4.0000,2.6667,4.6667,0.0000,1.0000,1.0000,2.3333,2.0000,0.3333,0.0000,0.0000,0.6667,0.6667,2.6667,1.3333,5.3333,4.6667,0.44504258036613464,24.065672238667805,1020.4867757161459,2,S17G01N137,10
273,2.6667,0.0000,3.3333,0.0000,0.0000,0.0000,0.0000,2.0000,5.0000,7.3333,0.0000,3.6667,1.3333,2.0000,0.0000,0.6667,2.0000,4.6667,4.0000,0.6667,0.0000,0.3333,2.3333,1.6667,2.0000,1.6667,4.0000,6.3333,0.27500583231449127,26.245210647583008,566.4454040527344,1,S17G01N137,60
274,1.3333,0.0000,5.6667,0.0000,0.0000,0.0000,0.0000,2.6667,5.6667,8.3333,0.0000,2.0000,3.0000,4.6667,0.3333,1.3333,1.6667,3.3333,3.3333,2.0000,0.0000,1.0000,2.6667,2.3333,1.6667,0.3333,7.0000,11.3333,0.35649433732032776,6.840877532958984,524.8634847005209,1,S17G01N138,06
275,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.5000,2.5000,0.0000,3.0000,0.5000,3.5000,0.0000,1.0000,1.0000,1.5000,2.0000,0.5000,0.0000,0.0000,1.0000,1.5000,2.5000,0.5000,2.0000,2.5000,0.1765536665916443,29.512635231018066,365.9822235107422,2,S17G01N138,16
276,0.6667,0.3333,1.6667,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,4.3333,0.0000,2.6667,1.0000,1.3333,0.0000,0.6667,1.0000,2.6667,2.0000,0.6667,0.0000,0.0000,1.3333,1.3333,0.3333,2.3333,2.3333,3.0000,0.2972692648569743,14.90740712483724,286.7826639811198,1,S17G01N139,30
277,0.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,1.6667,2.6667,3.3333,0.0000,1.3333,0.0000,0.0000,0.3333,0.3333,1.6667,2.3333,3.3333,0.0000,0.0000,0.3333,0.6667,1.0000,0.6667,0.6667,0.6667,4.3333,0.24074073632558188,19.444444338480633,154.2921880086263,2,S17G01N139,50
278,1.0000,0.6667,1.0000,0.0000,0.0000,0.0000,0.0000,0.6667,2.6667,4.6667,0.0000,1.0000,0.3333,0.6667,0.0000,0.3333,0.6667,1.6667,1.3333,1.0000,0.0000,0.6667,2.0000,1.0000,1.0000,0.0000,1.3333,3.6667,0.39741963148117065,12.5,237.03702799479166,2,S17G01N140,55
279,3.3333,2.0000,5.3333,0.3333,0.3333,0.0000,0.0000,3.0000,3.0000,6.0000,0.0000,3.0000,4.6667,5.3333,0.0000,0.0000,2.6667,2.6667,5.3333,2.3333,0.0000,1.3333,3.0000,3.3333,1.3333,1.6667,5.3333,14.6667,0.8524676958719889,26.257946809132893,348.349858601888,1,S17G01N140,65
280,3.0000,1.0000,7.6667,0.3333,0.3333,0.3333,0.0000,4.3333,8.3333,8.6667,0.0000,3.0000,5.0000,6.6667,0.0000,1.3333,4.0000,7.3333,8.0000,1.0000,0.3333,0.3333,0.3333,2.0000,2.0000,1.0000,9.0000,14.6667,0.6353625158468882,12.96062739690145,847.6951344807943,2,S17G01N141,60
281,1.0000,1.0000,2.6667,0.0000,0.0000,0.0000,0.0000,3.6667,6.6667,9.3333,0.0000,2.0000,2.3333,3.6667,0.0000,1.6667,3.6667,6.0000,7.3333,0.6667,0.0000,0.3333,2.6667,1.0000,1.3333,0.6667,4.3333,10.6667,0.47224656740824383,6.0290177663167315,416.6538492838542,1,S17G01N141,70
282,0.3333,0.0000,1.6667,0.0000,0.0000,0.0000,0.0000,0.6667,2.0000,2.6667,0.0000,1.3333,0.0000,0.0000,0.0000,0.3333,0.3333,0.6667,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.6667,0.6667,2.0000,1.3333,0.08333333333333333,3.7037035624186196,197.2602742513021,2,S17G01N142,10
283,2.3333,0.3333,4.3333,0.0000,0.0000,0.0000,0.0000,3.3333,7.6667,8.6667,0.0000,2.0000,1.3333,2.3333,0.0000,2.0000,3.3333,7.3333,6.6667,0.3333,0.0000,1.0000,1.0000,1.3333,0.6667,1.3333,6.3333,11.0000,0.6756450434525808,13.957158406575521,580.5748850504557,1,S17G01N142,35
284,2.3333,0.6667,4.0000,0.3333,0.3333,0.0000,0.0000,2.3333,6.0000,8.3333,0.0000,1.6667,1.3333,1.3333,0.0000,1.3333,1.6667,3.0000,3.3333,2.0000,0.0000,1.3333,2.3333,1.6667,0.6667,1.0000,5.3333,10.0000,0.6653003692626953,19.927172660827637,652.8588816324869,2,S17G01N143,06
285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3333,1.6667,0.0000,0.6667,0.3333,0.6667,0.0000,0.6667,0.0000,1.0000,0.0000,0.6667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.6667,0.3333,0.04295532405376434,0.0,373.5015869140625,1,S17G01N143,55
286,2.0000,1.5000,2.5000,0.0000,0.0000,0.0000,0.0000,1.5000,2.5000,3.5000,0.0000,2.5000,1.0000,1.5000,0.5000,3.5000,1.5000,2.5000,3.0000,0.5000,0.0000,0.5000,1.0000,0.0000,1.0000,1.5000,6.0000,5.5000,0.6597222089767456,30.827068328857422,361.10194396972656,1,S17G01N144,50
287,1.3333,0.6667,1.3333,0.0000,0.0000,0.0000,0.0000,1.3333,3.0000,4.3333,0.0000,1.0000,2.0000,2.3333,0.0000,0.0000,0.6667,1.0000,1.3333,0.0000,0.0000,1.3333,1.3333,0.3333,0.3333,0.6667,1.3333,8.6667,0.7817460099856058,21.717171669006348,192.09662373860678,2,S17G01N144,70
288,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.5000,4.0000,0.0000,1.5000,0.5000,0.5000,0.0000,0.5000,1.0000,1.0000,2.0000,0.5000,0.0000,0.5000,2.5000,0.0000,0.0000,1.5000,0.5000,4.0000,0.2369668185710907,20.775623321533203,34.9802360534668,1,S17G01N145,16
289,2.3333,0.3333,6.3333,0.6667,0.6667,0.0000,0.0000,5.6667,10.3333,11.6667,0.0000,3.3333,0.3333,0.3333,0.3333,1.0000,4.3333,7.0000,8.6667,1.6667,0.0000,0.3333,1.3333,3.0000,1.3333,2.0000,7.3333,12.6667,0.5376727183659872,14.220563888549805,470.29114532470703,2,S17G01N145,30
290,3.3333,0.0000,2.6667,0.3333,0.3333,0.0000,0.0000,1.3333,3.0000,6.0000,0.0000,1.6667,1.6667,2.3333,0.0000,1.0000,1.3333,3.0000,2.6667,2.0000,0.0000,1.6667,3.0000,2.3333,0.6667,1.0000,3.6667,9.3333,0.675177812576294,23.799392700195312,426.33787027994794,1,S17G01N146,55
291,2.0000,0.3333,4.3333,0.0000,0.0000,0.0000,0.0000,1.6667,3.3333,5.3333,0.0000,1.6667,5.0000,8.3333,0.0000,0.6667,1.0000,2.0000,2.0000,1.3333,0.0000,0.6667,2.0000,2.0000,0.0000,1.6667,5.0000,10.3333,0.39576131105422974,10.917030334472656,498.85239664713544,2,S17G01N146,60
292,1.6667,0.6667,3.6667,0.3333,0.3333,0.0000,0.0000,3.6667,6.3333,8.0000,0.0000,1.0000,2.3333,2.6667,0.0000,1.6667,2.3333,4.3333,4.6667,0.0000,0.0000,0.6667,1.6667,2.3333,0.6667,0.3333,5.3333,11.6667,0.4620604117711385,8.763949712117514,410.8984680175781,1,S17G01N147,65
293,1.3333,0.6667,3.0000,1.0000,1.3333,0.3333,0.0000,2.3333,5.3333,5.3333,0.0000,1.3333,0.0000,0.0000,0.0000,1.3333,2.3333,4.3333,4.6667,0.0000,0.3333,0.0000,0.0000,1.3333,0.6667,0.6667,4.3333,4.6667,0.19444443782170615,19.047619024912517,504.86681111653644,2,S17G01N147,70
294,3.0000,1.0000,3.5000,0.5000,0.5000,0.0000,0.0000,4.5000,7.5000,9.0000,0.0000,2.0000,1.0000,1.0000,0.0000,1.0000,3.5000,5.0000,7.0000,0.0000,0.0000,1.0000,1.5000,2.5000,0.5000,1.5000,4.5000,13.0000,0.7049689292907715,20.582943439483643,389.888916015625,2,S17G01N148,35
295,2.3333,0.3333,2.3333,0.0000,0.0000,0.3333,0.0000,3.6667,6.3333,7.6667,0.0000,1.6667,1.6667,1.6667,0.0000,1.0000,2.0000,3.3333,4.0000,1.0000,0.3333,0.0000,1.3333,0.3333,1.6667,0.0000,3.3333,9.0000,0.5078009615341822,18.394062042236328,332.0220184326172,1,S17G01N148,50
296,1.0000,0.3333,3.0000,0.0000,0.0000,0.0000,0.0000,4.0000,6.3333,7.6667,0.0000,2.6667,4.0000,5.3333,0.6667,1.6667,3.0000,4.3333,6.0000,1.0000,0.0000,1.0000,1.3333,1.6667,1.6667,1.0000,4.6667,15.0000,0.49920920530955,5.530973434448242,362.51979573567706,2,S17G01N149,06
297,1.6667,0.6667,3.3333,0.0000,0.0000,0.0000,0.0000,2.0000,4.3333,7.3333,0.0000,3.3333,1.0000,2.0000,0.0000,0.6667,1.0000,3.0000,2.0000,1.0000,0.0000,1.3333,3.0000,1.3333,2.3333,1.0000,4.0000,9.0000,0.5309322476387024,13.908935546875,474.44773356119794,1,S17G01N149,30
298,2.3333,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.3333,4.0000,6.6667,0.0000,1.6667,0.6667,0.6667,0.0000,0.0000,1.6667,2.6667,3.3333,1.0000,0.0000,1.6667,2.6667,1.3333,1.3333,0.3333,1.0000,10.3333,0.24744572242101034,7.556131362915039,535.3652750651041,1,S17G01N150,10
299,2.3333,0.3333,2.6667,1.3333,2.0000,0.0000,0.0000,3.3333,5.3333,7.6667,0.0000,2.6667,2.3333,3.3333,0.3333,1.3333,3.0000,4.6667,6.0000,0.3333,0.0000,0.6667,2.3333,1.6667,1.6667,1.0000,4.0000,11.0000,0.5460556149482727,17.183123270670574,406.01706949869794,2,S17G01N150,55
300,2.5000,0.0000,4.5000,1.0000,1.0000,0.0000,0.0000,8.0000,13.0000,14.5000,0.0000,3.5000,3.0000,5.5000,0.0000,2.5000,7.0000,10.0000,14.0000,1.0000,0.0000,0.0000,1.5000,3.5000,2.0000,1.5000,7.0000,19.0000,0.5287756472826004,18.6011905670166,381.08081817626953,1,S17G01N151,16
301,2.3333,0.6667,2.3333,0.3333,0.3333,0.0000,0.0000,2.0000,3.6667,4.0000,0.0000,3.0000,2.6667,3.0000,0.0000,0.3333,1.6667,3.3333,3.3333,0.6667,0.0000,0.0000,0.3333,2.0000,1.3333,1.6667,2.6667,6.6667,0.531140943368276,22.644737243652344,226.2298355102539,2,S17G01N151,65
302,4.3333,0.3333,4.3333,0.3333,0.3333,0.0000,0.0000,3.6667,8.0000,10.0000,0.0000,3.0000,3.3333,5.0000,0.0000,1.3333,3.0000,5.3333,6.0000,1.0000,0.0000,1.0000,2.0000,2.0000,1.6667,1.3333,5.6667,13.6667,0.5898431440194448,24.027653376261394,438.07802327473956,1,S17G01N152,35
303,4.6667,1.0000,3.3333,1.0000,1.0000,0.0000,0.0000,3.6667,5.6667,7.0000,0.0000,2.0000,3.6667,6.0000,0.3333,1.0000,3.6667,4.6667,7.3333,0.6667,0.0000,0.3333,1.3333,0.6667,1.6667,0.3333,4.3333,12.0000,0.40330151716868085,18.256147225697834,369.5850880940755,2,S17G01N152,60
304,0.6667,0.3333,3.3333,1.3333,1.3333,0.0000,0.0000,3.6667,6.6667,6.6667,0.0000,2.0000,1.0000,1.0000,0.0000,1.6667,3.3333,5.3333,6.6667,1.3333,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,5.0000,8.3333,0.3883346716562907,6.666666666666667,546.0249328613281,2,S17G01N153,06
305,1.3333,0.0000,2.6667,0.6667,0.6667,0.0000,0.0000,4.0000,7.0000,7.6667,0.0000,1.6667,1.3333,2.3333,0.0000,0.6667,3.3333,5.3333,6.6667,0.6667,0.0000,0.3333,0.6667,2.0000,1.0000,0.6667,3.3333,10.3333,0.5704134305318197,8.169934590657553,361.3522440592448,1,S17G01N153,70
306,2.0000,0.3333,4.3333,0.0000,0.0000,0.0000,0.0000,3.6667,6.6667,6.6667,0.0000,1.3333,0.0000,1.0000,0.0000,1.3333,2.3333,4.0000,4.6667,1.6667,0.0000,0.0000,0.0000,1.0000,0.3333,1.0000,5.6667,7.3333,0.3435161312421163,12.803784847259521,610.0602874755859,2,S17G01N154,10
307,1.6667,1.6667,3.3333,0.6667,0.6667,0.0000,0.0000,3.6667,6.3333,7.0000,0.0000,2.3333,0.6667,2.6667,0.0000,1.6667,3.3333,4.3333,6.6667,1.0000,0.0000,0.0000,0.6667,1.6667,1.0000,1.3333,5.0000,8.0000,0.26724837720394135,14.568765004475912,389.760986328125,1,S17G01N154,16
308,2.0000,0.0000,2.3333,0.3333,0.3333,0.0000,0.0000,2.0000,4.0000,5.3333,0.0000,3.3333,0.3333,0.6667,0.0000,1.3333,1.6667,2.3333,3.3333,1.0000,0.0000,0.6667,1.3333,1.3333,2.0000,1.3333,3.6667,6.3333,0.5715130070845286,19.047619024912517,447.7265930175781,2,S17G01N155,30
309,2.0000,0.6667,3.6667,0.3333,0.3333,0.0000,0.0000,3.3333,5.3333,8.6667,0.0000,2.3333,3.6667,3.6667,0.3333,1.3333,2.6667,4.0000,5.3333,0.3333,0.0000,1.3333,3.3333,3.0000,2.0000,0.3333,5.0000,14.3333,0.6635094483693441,13.006252924601236,411.8089319864909,1,S17G01N155,65
310,1.6667,1.0000,2.6667,0.3333,0.3333,0.0000,0.0000,3.0000,5.0000,5.0000,0.0000,3.3333,2.6667,4.0000,0.3333,1.6667,3.0000,4.0000,6.0000,0.3333,0.0000,0.0000,0.0000,1.6667,1.6667,1.6667,4.3333,8.6667,0.427784542242686,21.97452227274577,599.9886881510416,1,S17G01N156,50
311,0.0000,0.3333,0.6667,0.0000,0.0000,0.0000,0.0000,1.6667,3.3333,3.6667,0.0000,1.0000,1.6667,2.0000,0.0000,0.3333,1.0000,2.3333,2.0000,1.0000,0.0000,0.0000,0.3333,1.3333,0.6667,0.3333,1.0000,5.0000,0.41412291924158734,0.0,137.11052449544272,2,S17G01N156,55
312,4.6667,0.3333,5.3333,1.0000,1.0000,0.3333,0.0000,7.6667,9.0000,11.0000,0.0000,3.6667,5.0000,7.0000,0.3333,1.6667,6.3333,7.0000,12.6667,0.3333,0.3333,1.0000,2.0000,5.0000,2.3333,1.3333,7.0000,23.3333,0.8178893129030863,24.778167406717937,380.14210001627606,2,S17G01N157,30
313,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.3333,3.3333,0.0000,2.3333,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,1.3333,0.0000,0.0000,0.0000,1.0000,0.6667,1.3333,1.0000,1.3333,2.6667,0.24074073632558188,15.041572570800781,122.38004557291667,1,S17G01N157,35
314,2.0000,0.6667,4.0000,1.0000,1.0000,0.0000,0.0000,3.6667,5.6667,8.0000,0.0000,3.6667,4.0000,6.3333,0.0000,1.3333,3.6667,5.0000,7.3333,1.6667,0.0000,0.6667,2.3333,1.3333,2.0000,1.6667,5.3333,13.3333,0.5966514150301615,15.773922602335611,391.06211344401044,2,S17G01N158,16
315,1.0000,0.5000,3.5000,0.5000,0.5000,0.5000,0.0000,2.5000,6.5000,6.5000,0.0000,2.0000,4.0000,5.0000,0.0000,3.5000,2.5000,6.5000,5.0000,0.0000,0.5000,0.0000,0.0000,3.0000,1.5000,0.5000,7.0000,9.0000,0.2586206793785095,3.9370079040527344,481.5789489746094,1,S17G01N158,70
316,0.5000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,1.5000,1.5000,0.0000,2.0000,1.0000,3.0000,0.0000,0.0000,0.5000,1.5000,1.0000,1.0000,0.0000,0.0000,0.0000,0.5000,1.0000,1.0000,0.5000,2.0000,0.332446813583374,12.886597633361816,75.34246826171875,1,S17G01N159,06
